front,back
0,261
0,234
0,216
0,221
0,220
0,246
0,275
0,247
0,272
0,299
0,302
0,315
0,275
0,267
0,251
0,267
0,280
0,272
0,280
0,266
0,249
0,242
0,175
0,165
0,121
0,135
0,159
0,176
0,170
0,172
0,173
0,193
0,243
0,299
0,343
0,375
0,413
0,402
0,379
0,339
0,203
0,150
0,142
0,136
0,112
0,126
0,122
0,103
0,93
0,88
0,78
0,86
0,91
0,95
0,82
0,94
0,103
0,116
0,123
0,135
0,122
0,135
0,134
0,135
0,147
0,169
0,173
0,192
0,192
0,208
0,204
0,196
0,180
0,180
0,179
0,174
0,186
0,178
0,200
0,213
0,208
0,216
0,235
0,226
0,204
0,228
0,220
0,213
0,221
0,226
0,213
0,203
0,205
0,190
0,195
0,199
0,201
0,202
0,178
0,181
0,186
0,174
0,210
0,201
0,208
0,190
0,214
0,162
0,170
0,181
0,192
0,198
0,231
0,230
0,212
0,203
0,236
0,238
0,222
0,250
0,241
0,246
0,220
0,206
0,187
0,183
0,192
0,198
0,187
0,184
0,186
0,180
0,189
0,179
0,179
0,181
0,189
0,193
0,192
0,195
0,192
0,182
0,190
0,220
0,281
0,313
0,358
0,397
0,430
0,436
0,433
0,351
0,292
0,238
0,237
0,240
0,232
0,223
0,225
0,225
0,216
0,240
0,239
0,237
0,239
0,253
0,239
0,254
0,257
0,269
0,248
0,233
0,239
0,237
0,225
0,235
0,242
0,244
0,253
0,243
0,263
0,243
0,270
0,254
0,241
0,250
0,262
0,264
0,246
0,272
0,276
0,274
0,265
0,265
0,273
0,277
0,275
0,279
0,277
0,277
0,279
0,276
0,283
0,285
0,284
0,285
0,286
0,268
0,277
0,278
0,293
0,302
0,304
0,318
0,363
0,373
0,377
0,386
0,408
0,414
0,385
0,381
0,363
0,330
0,271
0,270
0,278
0,300
0,343
0,381
0,424
0,460
0,478
0,500
0,503
0,481
0,468
0,502
0,534
0,546
0,547
0,570
0,563
0,558
0,549
0,510
0,473
0,465
0,452
0,440
0,456
0,475
0,479
0,479
0,448
0,465
0,478
0,491
0,501
0,497
0,494
0,494
0,480
0,474
0,478
0,486
0,502
0,510
0,504
0,504
0,501
0,516
0,524
0,527
0,537
0,534
0,537
0,539
0,540
0,539
0,540
0,527
0,531
0,500
0,439
0,385
0,315
0,304
0,284
0,281
0,244
0,227
0,217
0,219
0,207
0,170
0,173
0,176
0,161
0,169
0,182
0,167
0,182
0,184
0,190
0,198
0,195
0,192
0,199
0,214
0,226
0,196
0,211
0,213
0,208
0,224
0,211
0,231
0,242
0,248
0,206
0,184
0,186
0,178
0,159
0,198
0,155
0,212
0,235
0,242
0,241
0,242
0,236
0,253
0,258
0,264
0,265
0,254
0,242
0,241
0,255
0,246
0,253
0,269
0,258
0,249
0,261
0,291
0,327
0,315
0,309
0,298
0,338
0,296
0,275
0,282
0,278
0,285
0,279
0,277
0,282
0,284
0,274
0,288
0,292
0,294
0,297
0,295
0,301
0,300
0,304
0,305
0,294
0,290
0,295
0,293
0,293
0,296
0,299
0,290
0,292
0,293
0,286
0,278
0,296
0,285
0,298
0,297
0,306
0,302
0,302
0,291
0,292
0,289
0,280
0,290
0,317
0,320
0,288
0,268
0,257
0,271
0,258
0,272
0,272
0,279
0,263
0,271
0,268
0,275
0,265
0,273
0,277
0,298
0,303
0,310
0,310
0,317
0,298
0,295
0,287
0,297
0,297
0,298
0,293
0,273
0,280
0,287
0,290
0,303
0,310
0,304
0,300
0,306
0,309
0,306
0,305
0,308
0,315
0,318
0,318
0,316
0,317
0,316
0,316
0,312
0,314
0,316
0,315
0,317
0,317
0,319
0,319
0,317
0,318
0,323
0,324
0,325
0,324
0,325
0,326
0,322
0,324
0,321
0,285
0,254
0,252
0,258
0,272
0,277
0,268
0,262
0,255
0,242
0,257
0,267
0,270
0,266
0,255
0,266
0,265
0,263
0,283
0,284
0,291
0,291
0,295
0,299
0,301
0,304
0,301
0,307
0,319
0,313
0,322
0,321
0,305
0,318
0,325
0,321
0,300
0,273
0,281
0,290
0,295
0,297
0,296
0,304
0,304
0,310
0,308
0,308
0,278
0,289
0,296
0,286
0,304
0,302
0,306
0,311
0,308
0,261
0,268
0,290
0,292
0,288
0,296
0,301
0,301
0,303
0,311
0,315
0,315
0,320
0,323
0,326
0,325
0,325
0,330
0,333
0,326
0,322
0,333
0,317
0,306
0,324
0,337
0,357
0,347
0,352
0,361
0,335
0,322
0,333
0,347
0,349
0,352
0,348
0,351
0,363
0,366
0,362
0,365
0,366
0,374
0,377
0,379
0,383
0,383
0,380
0,380
0,376
0,362
0,364
0,328
0,324
0,333
0,331
0,339
0,344
0,338
0,352
0,341
0,344
0,369
0,372
0,364
0,366
0,338
0,324
0,330
0,350
0,353
0,340
0,349
0,352
0,360
0,320
0,315
0,310
0,281
0,272
0,242
0,256
0,218
0,221
0,257
0,278
0,282
0,273
0,291
0,257
0,247
0,243
0,232
0,235
0,255
0,281
0,310
0,317
0,361
0,373
0,384
0,382
0,402
0,400
0,405
0,426
0,460
0,462
0,467
0,486
0,495
0,487
0,486
0,479
0,496
0,496
0,506
0,510
0,516
0,525
0,514
0,525
0,526
0,530
0,540
0,541
0,537
0,529
0,432
0,361
0,321
0,293
0,307
0,376
0,420
0,447
0,476
0,478
0,489
0,461
0,309
0,218
0,120
0,115
0,106
0,124
0,149
0,162
0,165
0,194
0,159
0,118
0,100
0,121
0,105
0,109
0,106
0,111
0,112
0,107
0,103
0,107
0,104
0,120
0,126
0,146
0,136
0,141
0,152
0,153
0,267
0,131
0,141
0,187
0,273
0,322
0,374
0,411
0,433
0,484
0,529
0,625
0,663
56,674
117,684
132,675
154,659
123,629
0,589
1,617
0,644
0,650
0,655
0,652
0,661
0,683
0,693
0,700
0,701
0,689
0,686
0,678
0,683
0,691
0,691
0,696
0,697
0,709
0,719
0,722
8,717
50,722
51,732
75,733
89,752
86,762
44,765
49,771
70,764
99,759
122,761
137,763
92,762
57,769
29,781
42,791
45,801
58,808
53,818
43,820
0,828
0,832
0,837
0,837
0,839
0,840
0,841
0,843
0,846
0,848
59,850
62,852
84,852
95,853
109,853
125,852
128,853
136,853
147,853
149,853
193,850
238,849
250,849
256,849
275,850
276,851
280,851
277,853
299,855
299,855
310,855
291,855
293,856
294,856
303,858
315,859
290,859
320,860
323,863
335,865
349,867
350,868
342,868
360,868
337,867
341,865
333,865
298,867
304,868
288,867
294,866
301,866
279,867
306,868
323,864
321,865
256,868
229,870
220,873
208,873
218,874
228,873
241,873
247,873
238,874
257,875
252,875
262,874
277,873
296,872
320,873
330,871
360,871
375,869
393,868
388,868
385,867
392,863
359,857
367,858
355,859
365,860
393,859
389,857
373,856
362,853
315,844
309,840
316,844
332,846
342,850
336,852
339,853
327,854
333,855
334,856
348,858
316,859
323,861
338,864
334,866
302,867
313,869
314,872
343,875
366,877
375,878
349,880
343,882
304,883
269,884
275,883
252,878
269,876
207,869
179,862
174,853
153,843
184,835
182,820
200,807
186,804
198,803
200,796
205,792
182,792
211,801
209,817
200,825
198,825
215,808
210,785
244,767
270,765
298,760
302,765
296,756
223,735
245,753
233,759
293,764
318,769
371,773
368,776
348,779
356,783
302,784
296,783
273,784
264,790
250,789
271,792
283,797
354,801
389,784
316,763
279,765
277,772
247,777
200,766
166,763
142,764
133,764
148,760
126,754
123,745
125,739
175,724
241,718
396,716
387,730
381,744
373,754
383,763
397,769
442,775
422,781
444,787
452,789
457,794
455,795
453,798
438,799
452,795
449,787
455,786
450,784
431,786
424,789
429,788
384,789
335,791
328,793
342,795
347,799
340,801
314,801
281,798
272,792
275,790
262,790
263,800
246,814
264,830
290,839
272,839
232,835
254,831
260,829
239,819
229,806
243,800
243,799
229,795
238,792
247,780
237,769
236,765
225,768
243,772
248,774
245,774
256,775
256,777
258,784
272,795
259,799
271,801
266,804
259,807
269,811
267,812
251,811
251,811
248,808
241,802
248,802
255,803
251,806
258,810
263,812
252,815
244,817
246,817
239,817
255,818
248,818
255,818
252,818
256,818
257,816
260,815
258,814
271,813
269,809
247,806
247,805
238,804
249,803
263,803
294,805
284,805
297,802
301,800
299,799
299,799
342,799
333,804
332,803
346,796
344,791
331,782
327,776
331,767
323,751
306,732
286,721
285,706
318,677
301,666
331,655
337,644
312,641
305,624
279,622
248,622
239,616
236,601
283,607
211,611
200,602
194,597
202,595
232,597
229,598
233,602
151,602
117,604
121,602
134,598
171,580
171,578
169,573
157,570
221,554
220,564
304,569
371,572
399,569
447,567
449,541
287,501
283,498
330,509
374,516
478,518
479,518
441,484
425,507
542,520
516,517
450,518
502,526
590,510
513,516
259,517
142,488
127,491
185,492
198,499
204,509
207,515
212,509
202,516
197,519
220,520
212,521
179,521
181,522
206,522
205,523
241,523
199,524
176,522
187,520
207,520
191,520
179,519
184,517
172,509
142,508
176,510
197,513
204,521
192,532
150,544
141,551
94,575
52,587
38,613
26,614
30,627
112,672
189,730
230,780
270,810
243,824
234,833
268,838
269,852
282,873
310,883
327,888
323,886
312,876
294,809
286,731
237,658
18,588
11,552
6,559
0,565
0,569
0,567
0,570
0,560
0,562
0,570
0,792
0,815
0,845
84,865
392,873
580,849
647,791
697,737
723,699
776,704
808,718
839,729
867,718
876,677
840,598
457,410
0,516
0,540
0,547
0,541
0,538
0,529
0,533
0,523
0,498
63,442
0,568
0,844
281,889
436,840
621,733
780,701
860,675
881,627
889,572
900,466
886,321
878,186
820,90
59,364
15,419
12,444
37,454
37,459
83,415
174,424
48,438
39,469
231,884
524,901
639,842
720,698
829,655
880,646
905,633
912,588
920,499
914,442
910,325
896,201
820,97
82,387
48,432
5,479
12,490
17,489
31,467
14,397
8,229
106,44
797,70
673,492
655,617
638,698
751,644
813,627
873,590
894,538
904,445
902,391
912,318
911,216
887,112
791,19
192,235
76,334
96,364
87,392
84,432
77,427
116,418
142,428
73,626
495,843
630,747
761,695
872,638
903,520
912,383
914,249
899,139
907,65
854,32
78,265
50,283
88,299
93,314
85,321
63,335
129,379
31,663
448,888
606,894
615,890
619,838
672,785
711,734
714,700
798,699
867,693
899,627
881,457
849,228
115,334
52,368
63,376
75,422
56,416
68,419
112,410
0,623
0,799
429,849
495,885
470,885
447,880
388,878
340,880
389,877
472,873
489,832
529,703
705,684
539,588
23,626
25,638
0,644
23,663
36,674
34,671
3,674
0,675
0,668
0,652
0,822
85,847
219,857
268,873
293,870
335,858
381,843
412,831
465,789
435,747
344,716
418,694
567,537
0,573
0,561
0,567
0,549
0,555
0,535
6,510
0,519
0,518
0,754
0,832
14,837
108,845
158,856
334,868
418,874
425,872
443,867
456,858
511,820
581,773
669,739
782,723
869,690
880,605
794,488
644,375
0,493
0,495
0,507
0,514
0,518
0,530
0,540
0,542
0,543
0,572
0,786
0,817
246,876
446,883
480,867
508,827
562,787
634,755
681,723
743,699
817,683
886,642
903,580
801,360
424,357
27,504
17,541
17,572
87,541
93,538
102,566
71,544
15,511
15,528
43,585
259,883
195,880
233,884
314,889
423,889
511,858
678,755
771,692
830,686
868,670
888,636
892,584
900,611
743,533
413,423
0,450
0,444
0,447
0,449
0,443
0,455
1,471
4,480
3,497
0,565
0,797
104,869
364,880
321,891
141,885
146,882
187,877
175,873
128,849
123,859
60,861
35,869
0,874
0,858
0,833
0,760
0,641
0,559
0,543
0,502
0,498
0,498
0,573
0,663
0,686
0,732
0,761
0,794
0,809
0,814
0,823
100,833
153,837
221,840
292,845
329,847
348,848
339,851
314,852
351,851
323,835
275,821
243,811
207,784
200,759
197,751
184,751
163,746
156,735
150,729
124,725
65,727
1,727
0,727
0,722
0,716
0,695
0,673
1,669
35,679
63,692
63,695
73,697
70,707
64,705
64,710
48,714
38,716
63,719
64,719
64,719
83,719
103,719
106,720
116,721
141,722
154,722
198,723
197,725
185,730
186,733
176,736
149,738
146,737
175,732
211,729
196,718
195,676
285,655
317,626
370,606
425,584
514,563
602,557
709,538
811,483
866,462
896,466
924,481
928,464
926,415
922,333
912,251
860,123
754,71
549,33
122,184
0,283
0,315
0,345
0,368
0,394
0,413
0,428
0,433
0,417
21,414
1,398
0,312
203,701
231,759
149,734
122,745
267,803
481,851
528,849
534,823
481,837
468,847
427,844
426,831
460,809
421,765
414,717
416,685
457,640
425,597
350,542
360,502
410,493
485,483
509,469
515,458
301,458
5,471
0,490
0,496
0,501
0,504
0,509
0,524
0,527
0,527
0,532
0,686
0,740
0,776
0,828
136,873
321,877
518,852
638,755
701,669
744,638
822,574
883,563
923,478
896,218
511,8
76,331
5,347
0,381
0,378
0,327
628,289
507,375
468,486
455,506
507,738
556,793
576,819
571,817
552,826
520,834
352,844
160,856
190,852
190,838
146,836
186,839
219,827
362,783
462,734
480,703
486,632
449,646
367,643
188,603
149,575
173,544
171,499
128,463
114,464
212,410
156,429
39,445
0,513
0,442
0,448
0,398
192,250
303,242
584,276
437,354
379,384
319,431
299,505
292,705
319,792
273,824
132,838
96,853
70,866
55,872
42,873
59,873
129,873
190,871
348,868
490,869
536,866
510,865
485,867
461,868
422,872
403,873
377,870
342,859
281,842
256,826
243,812
228,785
298,773
334,756
205,684
47,564
0,534
0,524
0,520
0,543
0,560
0,564
0,568
0,570
0,568
140,532
246,569
273,602
205,627
166,646
151,659
177,716
255,723
275,743
291,765
343,777
345,788
301,794
286,803
316,815
326,825
337,831
336,836
329,840
271,844
237,847
225,849
206,850
201,851
209,851
235,850
244,848
272,846
270,845
274,841
287,838
286,837
269,835
251,834
258,833
261,833
268,834
266,835
254,836
253,838
255,838
255,839
253,841
258,841
260,840
272,841
312,841
341,841
348,842
360,843
359,843
384,843
384,843
399,844
412,844
422,844
447,841
463,839
472,837
487,835
484,835
471,836
457,842
450,847
434,849
419,850
407,852
385,853
331,856
314,858
272,859
272,860
245,856
202,846
182,824
181,778
184,733
162,666
160,571
137,550
106,522
97,510
111,514
111,520
114,515
115,516
135,527
144,542
147,553
163,560
184,569
184,570
169,568
165,570
167,578
199,588
202,596
203,602
221,615
227,619
286,673
324,692
304,706
322,720
363,730
399,736
400,736
416,734
428,728
425,718
434,700
409,661
291,630
167,600
87,556
0,480
0,485
0,488
0,505
0,509
0,514
0,513
0,513
0,493
0,471
0,482
0,689
0,809
188,805
262,819
285,816
345,790
388,732
639,698
761,682
788,642
466,563
353,393
36,486
17,494
0,507
0,556
0,484
0,491
0,491
0,689
224,858
359,855
443,860
512,832
553,802
580,785
617,771
669,758
723,712
782,704
808,649
518,596
370,543
301,524
208,534
195,547
183,549
178,539
165,526
187,526
223,512
246,512
251,512
276,518
295,522
291,514
281,507
264,500
248,499
222,496
217,496
170,490
150,475
146,472
64,425
0,454
0,468
0,495
0,504
21,717
75,690
154,703
155,721
151,724
154,728
172,729
181,729
192,731
201,733
215,733
218,736
216,738
205,741
225,744
240,747
251,751
243,753
239,754
231,755
250,755
269,754
270,747
265,739
261,738
267,739
267,740
267,740
267,742
274,743
268,743
247,745
243,745
235,746
226,748
214,749
197,753
172,758
171,763
153,769
132,774
116,780
86,783
84,785
91,787
92,792
84,794
79,794
71,796
83,796
90,797
91,797
90,798
98,798
97,799
97,800
97,800
103,801
99,802
99,802
112,802
128,801
134,801
146,801
136,799
162,797
169,794
183,790
191,790
217,788
219,788
233,788
248,789
261,790
245,791
263,791
263,790
260,789
252,790
248,791
248,792
249,791
257,792
252,793
231,794
248,795
235,795
235,795
231,796
220,796
223,796
204,796
212,796
206,796
206,796
208,797
219,797
217,798
222,798
221,798
221,798
221,799
219,800
217,801
220,801
213,801
225,801
217,801
228,802
225,802
222,802
227,803
227,802
228,802
222,802
218,802
220,801
220,801
220,801
221,803
223,802
239,802
239,802
241,803
241,803
243,804
245,804
247,804
248,805
250,806
249,806
231,806
217,807
197,808
192,809
171,810
152,810
139,811
135,811
136,809
149,809
163,809
182,807
193,804
193,802
191,801
193,801
187,805
184,809
167,812
134,811
117,810
73,807
81,802
82,797
91,787
82,763
6,741
0,697
0,609
0,535
0,543
0,549
0,555
0,559
0,564
0,576
0,589
0,593
0,581
89,599
142,655
119,714
69,735
23,768
0,787
0,807
0,816
33,822
55,829
130,835
174,839
210,843
250,844
284,847
316,848
327,848
348,848
347,848
328,849
316,851
310,853
318,855
344,857
338,857
336,858
331,859
326,861
317,861
301,862
263,863
225,866
223,868
215,868
200,869
195,870
202,871
204,871
202,871
201,871
196,872
197,872
198,872
197,872
212,872
237,871
257,868
297,866
307,866
302,866
304,866
299,864
299,863
305,861
314,861
307,860
306,859
315,859
306,858
315,858
315,857
316,857
328,856
333,854
336,854
327,853
327,854
321,854
324,854
316,854
330,853
355,852
366,852
379,852
395,853
411,854
428,856
482,858
505,858
508,859
511,861
497,864
450,868
347,873
294,875
302,876
293,873
280,862
244,850
203,836
186,813
186,784
184,755
189,735
191,709
197,700
199,705
199,708
199,710
212,715
204,720
205,722
194,726
214,730
212,733
230,733
241,730
262,728
316,722
376,692
404,657
449,660
464,651
469,656
467,653
483,652
498,651
514,649
544,631
552,599
569,564
600,546
635,556
663,546
723,539
759,537
794,536
817,538
863,494
876,443
878,355
876,245
870,189
841,163
776,146
796,156
826,167
853,201
838,260
832,328
829,399
824,439
805,483
730,505
548,510
523,524
477,525
462,535
461,528
451,531
440,533
446,530
465,534
464,537
453,539
449,553
458,566
455,577
462,580
442,595
442,612
421,624
399,645
345,654
347,665
355,673
383,673
390,669
393,663
393,662
391,665
384,670
389,674
383,678
370,680
364,686
340,689
325,691
309,694
329,697
329,698
330,703
329,703
328,703
334,699
350,694
349,680
323,666
337,647
326,642
322,627
317,617
337,612
327,609
332,608
337,616
330,619
330,619
296,620
248,623
244,626
229,628
231,629
229,629
239,630
237,630
234,629
233,627
216,627
216,625
206,621
173,619
118,613
112,598
56,601
16,606
4,621
24,615
45,639
86,647
103,659
132,680
148,706
153,715
156,722
178,730
172,731
184,734
203,736
223,738
238,739
241,740
235,740
209,743
272,739
329,737
349,738
347,742
354,742
352,743
350,744
361,745
371,746
373,747
374,746
373,747
373,746
386,747
380,748
385,748
389,748
386,748
388,749
388,750
390,750
388,750
379,752
386,753
391,755
389,755
392,756
420,756
432,756
446,756
441,756
451,755
469,755
475,756
483,755
482,755
486,756
488,757
488,757
491,755
507,756
510,755
502,756
506,754
510,755
512,754
513,754
520,751
523,751
543,752
535,750
543,742
539,738
536,733
519,735
493,737
498,740
502,742
496,744
483,749
478,751
460,759
460,768
461,778
463,787
463,797
436,808
431,822
417,830
425,836
402,840
398,842
398,844
381,844
271,855
165,862
151,865
135,867
140,861
161,830
239,719
261,681
379,631
601,582
61,534
0,533
0,530
0,532
0,542
0,539
0,546
0,559
0,611
0,719
144,797
244,821
313,852
351,871
347,875
308,872
263,876
240,879
231,884
213,867
194,827
186,762
166,700
155,647
84,619
39,603
0,591
0,586
0,585
0,577
0,574
0,574
0,571
0,567
0,569
0,569
0,569
0,570
0,570
1,570
28,701
34,714
65,722
142,743
188,755
208,776
305,785
358,783
399,786
397,798
385,828
363,849
331,855
264,861
254,869
255,874
246,874
211,842
199,776
196,658
192,625
201,605
227,596
224,605
343,593
527,568
414,523
276,430
0,476
0,498
0,500
0,487
85,653
208,783
267,806
313,828
345,837
361,840
385,839
414,838
422,838
399,836
423,832
410,825
386,819
390,817
391,818
395,819
394,821
395,822
391,822
383,821
380,816
384,808
383,801
393,802
405,804
405,807
410,809
412,809
411,810
417,810
418,810
419,810
418,810
411,811
409,815
407,820
384,824
295,828
248,834
247,837
226,840
243,842
242,842
235,842
208,842
214,842
207,842
197,840
168,839
164,838
172,837
175,836
196,834
210,832
227,832
241,832
276,833
277,833
278,833
275,833
253,833
240,833
244,833
257,834
269,834
270,835
272,835
273,835
286,834
292,833
292,833
296,832
300,829
294,825
316,821
306,817
283,815
266,813
266,809
255,808
260,806
263,805
253,803
257,802
241,800
250,798
248,797
243,795
276,793
280,792
281,791
281,792
283,793
285,794
285,794
287,793
287,793
290,792
283,791
283,792
297,793
297,792
301,792
306,792
324,792
319,787
312,779
313,771
318,768
314,767
302,764
306,765
316,763
318,761
318,761
317,762
297,762
301,760
299,758
297,758
300,760
297,760
302,760
303,761
302,764
302,769
300,769
292,771
275,771
280,767
285,764
287,760
289,757
306,752
295,748
293,743
296,740
303,738
307,735
320,729
323,731
328,739
325,743
323,743
317,747
287,752
289,754
293,756
295,757
301,758
301,757
301,757
303,757
304,758
304,759
304,759
303,759
302,761
282,765
269,771
248,774
248,777
245,779
215,781
242,784
234,785
225,786
220,787
217,787
210,786
228,783
259,773
268,772
278,769
291,770
311,769
300,771
296,774
282,775
262,778
249,781
246,783
258,784
245,783
253,780
250,774
239,773
254,784
273,783
292,782
298,778
297,771
289,770
274,769
273,767
262,764
274,762
284,762
318,762
332,759
339,754
345,758
342,756
352,755
347,756
347,758
345,760
343,760
328,760
342,759
332,756
303,753
296,751
318,751
321,751
332,753
329,753
313,753
314,752
311,751
310,749
308,748
308,748
313,749
323,749
336,746
335,745
338,746
334,745
325,746
306,747
291,749
279,754
262,760
280,764
284,767
283,767
277,767
277,766
266,768
270,771
248,781
198,786
174,784
134,786
127,786
131,788
146,788
147,788
140,784
133,783
119,784
116,785
111,790
113,794
138,795
151,793
151,790
132,787
146,785
156,781
158,780
158,780
140,777
137,770
129,766
129,767
128,768
129,771
137,770
136,765
130,759
118,754
133,744
155,737
143,728
135,711
137,697
120,668
123,636
103,629
100,630
105,632
128,637
162,647
188,663
163,685
205,707
207,728
232,737
273,742
316,741
365,723
344,703
306,685
309,685
220,675
188,688
175,682
132,610
119,578
25,566
0,548
0,516
0,525
0,534
0,544
0,567
1,639
28,668
92,718
92,730
112,738
143,748
159,755
175,762
185,774
185,781
191,787
163,792
191,795
202,794
233,794
239,786
220,785
261,788
278,792
286,797
288,802
289,806
293,811
285,814
285,816
266,817
249,819
240,821
234,823
239,823
241,824
242,825
240,825
240,825
239,825
239,825
233,824
230,824
231,823
238,823
231,824
237,823
248,823
275,823
297,823
306,824
317,825
339,825
359,829
361,832
364,834
364,836
364,837
366,837
375,834
379,831
383,827
365,820
370,801
382,779
381,747
401,721
405,713
414,713
405,711
357,705
371,704
378,708
352,714
341,722
333,733
303,739
274,751
278,762
247,774
235,785
252,790
247,792
260,791
296,791
299,792
308,792
319,791
343,788
341,783
400,773
409,761
388,759
399,755
399,753
394,752
404,752
405,752
416,753
418,756
418,758
408,760
404,762
402,763
399,765
380,769
379,775
374,779
367,781
341,783
330,783
336,784
319,786
285,788
286,792
281,795
260,796
259,796
251,797
231,800
212,802
198,807
204,809
200,809
200,810
195,811
200,811
191,811
201,812
206,813
202,815
193,819
197,822
204,826
218,831
210,835
215,841
181,844
185,848
161,849
140,850
137,851
148,852
152,853
145,853
159,853
156,853
152,854
154,853
153,852
176,852
178,851
178,851
177,850
176,850
175,850
187,849
176,847
191,846
232,844
253,839
269,837
283,834
296,833
297,832
305,831
301,827
316,822
326,816
315,808
308,804
299,805
307,808
292,811
279,817
239,819
241,818
244,817
276,813
291,810
314,805
331,799
329,793
333,793
329,795
297,800
275,804
275,805
282,806
294,806
301,804
319,803
326,801
336,798
344,792
346,781
344,775
335,775
338,776
336,778
340,779
342,778
334,776
322,770
327,764
353,756
383,751
389,742
400,737
400,735
392,744
378,751
365,750
366,751
357,755
300,760
299,763
275,765
288,767
283,767
295,768
292,770
269,776
301,780
319,782
316,785
264,790
241,796
227,803
226,808
232,811
232,811
247,811
267,809
277,808
289,807
299,808
323,808
328,806
328,805
332,803
327,802
327,801
330,799
327,800
334,800
330,801
330,801
330,802
330,803
330,805
325,807
327,809
318,812
299,813
293,813
293,808
318,803
310,800
327,797
325,797
335,799
329,803
315,806
307,808
303,810
291,810
292,809
296,809
296,809
296,807
304,807
303,807
305,808
307,807
309,807
325,807
342,805
344,803
342,801
336,800
336,799
334,797
332,792
353,789
354,785
361,783
369,779
373,780
370,779
357,781
354,784
354,784
358,786
345,787
343,788
346,790
347,790
345,791
355,791
359,791
357,791
358,791
359,791
361,791
373,791
376,791
383,791
404,791
400,791
401,789
395,789
379,790
361,790
357,788
357,784
326,781
312,774
284,771
243,764
261,762
270,756
255,744
262,747
254,745
241,734
217,735
256,739
264,741
238,744
218,749
191,755
193,761
189,765
170,769
154,774
111,776
112,778
120,779
136,780
122,780
95,781
87,782
90,782
109,781
161,779
211,777
250,775
273,769
256,759
264,750
259,745
276,742
272,742
243,741
224,731
308,729
360,723
483,702
610,654
664,604
700,552
716,566
721,558
736,555
753,539
757,531
776,526
793,524
817,488
827,467
854,390
871,357
876,325
881,299
883,282
884,256
884,250
888,240
889,234
888,226
887,209
887,189
